OrderNo, TotalOrderDiscount ,OrderTime,DeliveryTimeslot,OrderDate,DeliveryDate
799008799,-8.71,10.39 AM,Between 10:00 am and 2:00 pm,4/7/2015,4/9/2015
24152555,-3.21,11.03 AM,Between 6:00 pm and 5:59 pm (next day),4/7/2015,4/10/2015
581552976,-7.49,8.21 PM,Between 6:00 pm and 10:00 pm,4/11/2015,4/15/2015
748833493,-11.74,10.33 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/12/2015
889533524,    ,9.32 AM,Between 10:00 am and 2:00 pm,4/8/2015,4/13/2015
519795251,-24.09,10.46 AM,Between 10:00 am and 2:00 pm,4/8/2015,4/10/2015
532012189,-16.09,4.41 PM,Between 6:00 pm and 10:00 pm,4/8/2015,4/9/2015
551065030,-5.75,12.43 PM,Between 10:00 am and 2:00 pm,4/9/2015,4/14/2015
64200800,-21.77,1.58 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
204735294,-12.49,11.38 AM,Between 6:00 pm and 10:00 pm,4/10/2015,4/14/2015
859793755,    ,4:00 PM,Between 2:00 pm and 6:00 pm,4/9/2015,4/11/2015
267254103,-17.54,6.55 PM,Between 10:00 am and 2:00 pm,4/9/2015,4/14/2015
992713678,-13.64,1.26 PM,Between 2:00 pm and 6:00 pm,4/10/2015,4/14/2015
116408158,-2.7,11.01 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
831975152,-15.56,4.32 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
255241237,    ,9.16 PM,Between 2:00 pm and 6:00 pm,4/10/2015,4/17/2015
59185385,-11.94,3.51 PM,Between 10:00 am and 2:00 pm,4/11/2015,4/18/2015
150210473,-8.05,3.19 PM,Between 2:00 pm and 6:00 pm,4/11/2015,4/14/2015
137258933,-2.4,5.14 PM,Between 2:00 pm and 6:00 pm,4/11/2015,4/13/2015
784009684,-4.1,6.21 PM,Between 6:00 pm and 10:00 pm,4/11/2015,4/15/2015
917221335,    ,7.16 PM,Between 6:00 pm and 10:00 pm,4/11/2015,4/14/2015
517983821,-11.99,11.29 AM,Between 10:00 am and 2:00 pm,4/12/2015,4/14/2015
66741827,-10.45,4.36 PM,Between 10:00 am and 2:00 pm,4/12/2015,4/15/2015
144988810,-30.45,7.1 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/20/2015
875089346,-1.2,8.34 PM,Between 10:00 am and 2:00 pm,4/12/2015,4/14/2015
793408382,-7.49,6.44 AM,Between 6:00 pm and 10:00 pm,4/13/2015,4/15/2015
840900970,-21.1,11.18 AM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
568142459,-12.23,3.35 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
152378706,-7.95,5.15 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
301736813,-10.1,2.29 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
986335979,-19,2.45 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/15/2015
934552551,-2,8.34 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/18/2015
185420867,-11.49,2.4 PM,Between 2:00 pm and 6:00 pm,4/19/2015,4/22/2015
653018151,-28.39,9.01 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
773349746,-142.99,9.55 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/20/2015
583686050,-7.84,9.52 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/16/2015
318936575,    ,10.54 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
901971259,-17.99,12.29 PM,Between 10:00 am and 2:00 pm,4/20/2015,4/23/2015
247583922,-7.49,11.24 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/20/2015
867897883,-13.49,12.02 AM,Between 6:00 pm and 10:00 pm,4/15/2015,4/17/2015
362494323,-1.15,7.22 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/20/2015
50235249,-1.05,9.34 PM,Between 2:00 pm and 6:00 pm,4/15/2015,4/18/2015
352692086,-17.9,2.4 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/21/2015
678269846,-10.79,11.11 PM,Between 10:00 am and 2:00 pm,4/19/2015,4/23/2015
100195033,-4.7,1.42 AM,Between 10:00 am and 2:00 pm,4/16/2015,4/18/2015
655220658,-10.59,2.03 PM,Between 10:00 am and 2:00 pm,4/16/2015,4/18/2015
315426995,-4.62,11.49 AM,Between 2:00 pm and 6:00 pm,4/16/2015,4/20/2015
357327728,-10.9,9.35 AM,Between 10:00 am and 2:00 pm,4/17/2015,4/18/2015
814854690,    ,12.06 PM,Between 10:00 am and 2:00 pm,4/17/2015,4/21/2015
744693743,-15.7,12.34 PM,Between 6:00 pm and 10:00 pm,5/3/2015,5/5/2015
260267376,-11.89,9.43 PM,Between 2:00 pm and 6:00 pm,4/17/2015,4/20/2015
682892471,-5.15,12.18 AM,Between 2:00 pm and 6:00 pm,4/21/2015,4/22/2015
446505042,-12.99,10.46 PM,Between 2:00 pm and 6:00 pm,4/17/2015,4/21/2015
942156125,-24.64,11.51 PM,Between 6:00 pm and 10:00 pm,4/17/2015,4/21/2015
154110581,-18.39,4.21 PM,Between 2:00 pm and 6:00 pm,4/19/2015,4/22/2015
607659889,-14.75,7.45 PM,Between 2:00 pm and 6:00 pm,4/21/2015,4/22/2015
196766940,-0.95,12.59 AM,Between 10:00 am and 2:00 pm,4/18/2015,4/21/2015
405322066,-9.85,1:00 AM,,4/18/2015,
395992064,-29.24,1.06 AM,Between 6:00 pm and 10:00 pm,4/18/2015,4/21/2015
919261321,-15.49,2.41 PM,Between 10:00 am and 2:00 pm,4/20/2015,4/26/2015
898912051,-7.94,7.56 AM,Between 2:00 pm and 6:00 pm,4/18/2015,4/20/2015
709063263,-1.5,9.03 AM,Between 10:00 am and 2:00 pm,4/18/2015,4/23/2015
45769240,-27.1,9.35 AM,Between 2:00 pm and 6:00 pm,4/18/2015,4/21/2015
333551563,-19.39,10.01 AM,Between 10:00 am and 2:00 pm,4/18/2015,4/21/2015
447003996,    ,10.19 AM,Between 2:00 pm and 6:00 pm,4/18/2015,4/23/2015
585354652,-4.3,11.5 AM,Between 10:00 am and 2:00 pm,4/18/2015,4/21/2015
230577741,-21,11.06 AM,Between 10:00 am and 2:00 pm,4/18/2015,4/24/2015
921183736,-7.49,1.45 AM,Between 10:00 am and 2:00 pm,6/21/2015,6/26/2015
191868984,-2.3,12.46 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/20/2015
968922882,-37.97,12.58 PM,Between 2:00 pm and 6:00 pm,4/18/2015,4/21/2015
431132800,-8.22,2.2 PM,Between 10:00 am and 2:00 pm,4/18/2015,4/24/2015
94748550,    ,9.34 PM,Between 6:00 pm and 10:00 pm,4/23/2015,4/27/2015
881231447,-15.49,8:00 PM,Between 2:00 pm and 6:00 pm,5/4/2015,5/9/2015
392527346,-7.49,3.22 PM,Between 2:00 pm and 6:00 pm,4/18/2015,4/21/2015
371434234,-5.1,7.25 AM,Between 6:00 pm and 10:00 pm,4/22/2015,4/23/2015
499597812,    ,4.39 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/21/2015
973294920,    ,4.39 PM,Between 10:00 am and 2:00 pm,4/18/2015,4/24/2015
816469902,-11.25,3.31 PM,Between 6:00 pm and 10:00 pm,4/21/2015,4/22/2015
372559174,-3.58,8.29 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/21/2015
709471172,-2,12.04 PM,Between 6:00 pm and 10:00 pm,4/26/2015,4/28/2015
348753479,-6.15,5.5 PM,Between 2:00 pm and 6:00 pm,4/18/2015,4/21/2015
455962098,-17.99,7.1 PM,Between 2:00 pm and 6:00 pm,4/18/2015,4/21/2015
619336200,-19.69,9.44 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/22/2015
145385031,-12.04,10.17 PM,Between 2:00 pm and 6:00 pm,4/19/2015,4/23/2015
856795518,    ,10.21 PM,Between 2:00 pm and 6:00 pm,4/18/2015,4/23/2015
217691858,-3.8,10.4 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/23/2015
853072219,-2.55,10.28 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/22/2015
585279078,-7.78,10.53 PM,Between 10:00 am and 2:00 pm,4/20/2015,4/26/2015
923155307,-0.55,11.48 PM,Between 10:00 am and 2:00 pm,4/19/2015,4/26/2015
178959450,-10.54,10.51 PM,Between 2:00 pm and 6:00 pm,4/18/2015,4/23/2015
94294881,-9.6,11.12 PM,Between 10:00 am and 2:00 pm,4/18/2015,4/22/2015
643561069,    ,11.43 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/22/2015
628686647,-29.09,11.53 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/22/2015
977723707,-1.5,11.58 PM,Between 10:00 am and 2:00 pm,4/18/2015,4/21/2015
647238073,-12.39,12.28 AM,Between 2:00 pm and 6:00 pm,6/3/2015,6/4/2015
882342068,-29.38,7.53 AM,Between 6:00 pm and 10:00 pm,4/19/2015,4/22/2015
732937526,-26.44,12.59 AM,Between 2:00 pm and 6:00 pm,4/19/2015,4/28/2015
869658172,    ,1.27 AM,Between 10:00 am and 2:00 pm,5/11/2015,5/15/2015
124017992,-1.3,8.26 AM,Between 2:00 pm and 6:00 pm,4/19/2015,4/21/2015
342096917,    ,7.01 AM,Between 6:00 pm and 10:00 pm,4/19/2015,4/24/2015
50212594,-31.89,9.19 AM,Between 10:00 am and 2:00 pm,5/7/2015,5/12/2015
210972284,-5.85,8.06 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
686678442,-2.3,10.09 AM,Between 2:00 pm and 6:00 pm,4/19/2015,4/22/2015
597093666,-3,8.57 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
907301075,-8.95,8.48 AM,Between 10:00 am and 2:00 pm,4/21/2015,4/23/2015
693267651,-1.75,9.1 PM,Between 10:00 am and 2:00 pm,4/29/2015,5/2/2015
19020080,-8.99,9.41 AM,Between 6:00 pm and 10:00 pm,4/19/2015,4/22/2015
194720675,    ,2.07 PM,Between 10:00 am and 2:00 pm,4/29/2015,5/2/2015
679900873,-16,10.23 AM,Between 6:00 pm and 10:00 pm,4/19/2015,4/21/2015
537380237,-1.7,2.41 PM,Between 6:00 pm and 10:00 pm,4/7/2015,4/11/2015
795935073,-8.15,3.03 PM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
739519380,-27.8,10.35 PM,Between 10:00 am and 2:00 pm,4/11/2015,4/15/2015
429055208,-38.39,6.05 PM,Between 10:00 am and 2:00 pm,4/5/2015,4/9/2015
450001699,-5.95,6.24 PM,Between 2:00 pm and 6:00 pm,4/7/2015,4/11/2015
851195175,-16.34,10.31 AM,Between 2:00 pm and 6:00 pm,4/5/2015,4/8/2015
470542600,-21.75,10.51 AM,Between 2:00 pm and 6:00 pm,4/5/2015,4/8/2015
717089074,-7.49,2.58 PM,Between 6:00 pm and 10:00 pm,4/5/2015,4/8/2015
578374553,    ,11.53 AM,Between 6:00 pm and 10:00 pm,4/5/2015,4/11/2015
840155608,-20.94,12.54 PM,Between 10:00 am and 2:00 pm,4/5/2015,4/11/2015
536367594,-9.59,12.38 PM,Between 10:00 am and 2:00 pm,4/5/2015,4/9/2015
69152833,-4.3,12.24 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/13/2015
619463827,-11.45,12.02 AM,Between 10:00 am and 2:00 pm,4/16/2015,4/19/2015
412692429,    ,2.17 PM,Between 2:00 pm and 6:00 pm,4/5/2015,4/11/2015
451239000,-31.8,3.14 PM,Between 6:00 pm and 10:00 pm,4/5/2015,4/9/2015
664143385,-10.89,10.13 AM,Between 2:00 pm and 6:00 pm,4/6/2015,4/9/2015
612522164,-23.59,10.3 AM,Between 10:00 am and 2:00 pm,4/6/2015,4/8/2015
58114234,-15.29,8.22 AM,Between 10:00 am and 2:00 pm,4/11/2015,4/13/2015
441662863,-27.59,1.39 PM,Between 10:00 am and 2:00 pm,4/6/2015,4/10/2015
862244058,-2.2,2.19 PM,Between 10:00 am and 2:00 pm,4/6/2015,4/11/2015
994050672,-22.04,3.38 PM,Between 2:00 pm and 6:00 pm,4/6/2015,4/8/2015
399592747,    ,4.28 PM,Between 10:00 am and 2:00 pm,4/6/2015,4/11/2015
947558435,-20.4,5.31 PM,Between 10:00 am and 2:00 pm,4/6/2015,4/10/2015
494180293,-19.89,4.42 PM,Between 10:00 am and 2:00 pm,4/12/2015,4/15/2015
462530340,-9.24,11.22 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/18/2015
997411572,-0.95,12.32 PM,Between 2:00 pm and 6:00 pm,4/24/2015,4/27/2015
28850562,-20.19,8.45 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/19/2015
405406440,-15.65,12.4 PM,Between 2:00 pm and 6:00 pm,4/10/2015,4/14/2015
162827672,-1.3,8.2 PM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
473344190,    ,9.25 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/3/2015
466690569,-6.68,2.53 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/10/2015
940038807,-86.14,10.22 PM,Between 10:00 am and 2:00 pm,4/8/2015,4/13/2015
142437039,-12.34,5.34 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/10/2015
991402834,-6.05,4.38 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/13/2015
956855169,-13.68,9.59 AM,Between 10:00 am and 2:00 pm,5/11/2015,5/17/2015
724740123,-7.49,3.4 PM,Between 6:00 pm and 10:00 pm,4/10/2015,4/14/2015
562873936,-8.54,12.11 PM,Between 10:00 am and 2:00 pm,4/17/2015,4/22/2015
360700711,-4.95,6.01 AM,Between 2:00 pm and 6:00 pm,4/10/2015,4/11/2015
92733122,-50.79,10.33 PM,Between 6:00 pm and 10:00 pm,4/9/2015,4/15/2015
789280010,-7.49,9.05 PM,Between 10:00 am and 2:00 pm,4/8/2015,4/11/2015
143304445,    ,9.06 PM,Between 10:00 am and 2:00 pm,4/8/2015,4/11/2015
156244481,-7.49,6.41 PM,Between 6:00 pm and 10:00 pm,4/16/2015,4/17/2015
827240680,-1.35,4.46 PM,Between 10:00 am and 2:00 pm,4/9/2015,4/14/2015
14023268,-8.84,5.51 PM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
718967916,-1.55,5.5 PM,Between 6:00 pm and 10:00 pm,4/9/2015,4/11/2015
331287858,-18.29,6.21 PM,Between 6:00 pm and 10:00 pm,4/15/2015,4/16/2015
574014195,-2.1,5.29 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/20/2015
574823647,-7.49,12.15 PM,Between 10:00 am and 2:00 pm,4/10/2015,4/14/2015
13320232,-5.9,3.12 PM,Between 10:00 am and 2:00 pm,4/10/2015,4/14/2015
760489557,-4.15,6.29 AM,Between 2:00 pm and 6:00 pm,4/11/2015,4/13/2015
870314642,-22.39,5.36 PM,Between 6:00 pm and 10:00 pm,4/22/2015,4/24/2015
598011206,-5.45,6.59 PM,Between 6:00 pm and 10:00 pm,4/13/2015,4/16/2015
367149996,-7.49,7.29 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/15/2015
314296538,-21.75,7.48 PM,Between 2:00 pm and 6:00 pm,4/13/2015,4/16/2015
824648521,-1.45,7.5 PM,Between 6:00 pm and 10:00 pm,4/13/2015,4/18/2015
108251678,-0.4,8.2 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/18/2015
871719338,-14.34,9.22 PM,Between 6:00 pm and 10:00 pm,4/28/2015,4/30/2015
371741725,-5.4,9.21 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
29042126,-7.49,11.4 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
630261651,-6.55,9.43 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
712225076,    ,9.35 PM,,4/13/2015,
789039048,-20.65,10.42 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/17/2015
537340897,-7.5,1.29 AM,Between 6:00 pm and 5:59 pm (next day),4/14/2015,4/15/2015
931181366,-14.63,8.03 AM,Between 6:00 pm and 10:00 pm,4/14/2015,4/16/2015
645264983,-19.99,9.03 AM,Between 10:00 am and 2:00 pm,4/14/2015,4/19/2015
173202655,-6.85,11.1 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
744724693,-24.39,11.56 AM,Between 10:00 am and 2:00 pm,4/28/2015,5/6/2015
877027459,-9.94,2.54 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/15/2015
583334753,-16.97,5:00 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
930738851,-2.35,1.16 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/15/2015
905052273,    ,1.29 PM,Between 2:00 pm and 6:00 pm,4/17/2015,4/18/2015
400270585,-15.54,2.17 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/16/2015
734725345,-31.96,2.2 PM,Between 6:00 pm and 5:59 pm (next day),4/14/2015,4/16/2015
624669035,    ,8.56 PM,Between 6:00 pm and 10:00 pm,4/15/2015,4/20/2015
407103119,-1.2,2.15 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/16/2015
531452315,    ,2.52 PM,Between 2:00 pm and 6:00 pm,4/17/2015,4/18/2015
163813470,-2.63,9.24 PM,Between 10:00 am and 2:00 pm,6/30/2015,7/2/2015
321624671,-0.25,3:00 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/15/2015
903935238,-22.12,3.49 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/15/2015
840212612,-24.99,6.32 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/15/2015
687880311,-5.8,5:00 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/16/2015
56574097,-41.84,5.26 PM,Between 10:00 am and 2:00 pm,4/16/2015,4/20/2015
507002160,    ,8.14 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/16/2015
488297079,-93.89,6.03 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/20/2015
595191723,-2.55,2.44 PM,Between 2:00 pm and 6:00 pm,4/16/2015,4/17/2015
399588580,-0.35,8.21 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/17/2015
344699652,-3.25,8.21 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/16/2015
286915077,-11.65,8.45 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
653123442,-21.8,8.33 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/16/2015
823513184,-7.25,8.44 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
578127086,-64.44,9.1 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
955778739,-29.09,12.1 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/17/2015
336024355,-11.59,12.25 PM,Between 2:00 pm and 6:00 pm,4/15/2015,4/17/2015
88374746,-7.49,9.52 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/17/2015
812540179,-19.4,9.48 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/17/2015
636189450,-10.1,7.53 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/18/2015
669755255,-16.7,10.08 PM,Between 6:00 pm and 10:00 pm,4/14/2015,4/20/2015
271682160,    ,10.32 PM,Between 10:00 am and 2:00 pm,4/14/2015,4/18/2015
53912090,-2.37,5.39 AM,Between 6:00 pm and 10:00 pm,4/15/2015,4/16/2015
589446925,-8.25,6.39 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/17/2015
499634701,-22.75,7.47 AM,Between 6:00 pm and 10:00 pm,4/15/2015,4/16/2015
406945982,-0.85,9.59 AM,Between 6:00 pm and 10:00 pm,4/15/2015,4/17/2015
537939112,    ,9.27 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/16/2015
903436751,-2.1,6.21 AM,Between 6:00 pm and 10:00 pm,4/16/2015,4/17/2015
297724107,-17.75,9.56 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/17/2015
594789243,-28.27,9.51 AM,Between 6:00 pm and 10:00 pm,4/15/2015,4/16/2015
307735671,-29.25,11.36 AM,Between 2:00 pm and 6:00 pm,5/7/2015,5/12/2015
179482474,-1.4,10.28 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/16/2015
667953828,-1.65,10.38 AM,Between 10:00 am and 2:00 pm,4/15/2015,4/17/2015
202608451,-11.39,3.32 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
522464467,-18.54,3.08 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/20/2015
18447627,-29.89,2.5 PM,Between 6:00 pm and 10:00 pm,4/15/2015,4/17/2015
643675592,-5.9,7.22 PM,Between 6:00 pm and 10:00 pm,4/17/2015,4/24/2015
279501889,-3.15,1.31 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/22/2015
843625716,-7.49,4.56 PM,Between 2:00 pm and 6:00 pm,4/15/2015,4/16/2015
449937564,-33.15,1.3 PM,Between 10:00 am and 2:00 pm,5/8/2015,5/11/2015
605631180,-15.08,6.41 AM,Between 6:00 pm and 10:00 pm,6/7/2015,6/9/2015
718425776,-27.59,4.01 PM,Between 6:00 pm and 10:00 pm,4/6/2015,4/9/2015
135769991,-15.24,12.18 AM,Between 6:00 pm and 10:00 pm,4/5/2015,4/8/2015
443742819,-0.9,5.22 PM,Between 2:00 pm and 6:00 pm,4/11/2015,4/14/2015
662181966,-80.49,4.46 PM,Between 10:00 am and 2:00 pm,4/8/2015,4/14/2015
791167611,-23.54,2.3 PM,Between 10:00 am and 2:00 pm,4/5/2015,4/8/2015
584065510,-40.65,1.17 PM,Between 2:00 pm and 6:00 pm,7/4/2015,7/7/2015
69217953,-22.44,12.13 AM,Between 6:00 pm and 10:00 pm,4/6/2015,4/14/2015
925724203,-23.44,1.25 AM,Between 10:00 am and 2:00 pm,4/6/2015,4/11/2015
420305182,-22.39,7.52 PM,Between 10:00 am and 2:00 pm,4/6/2015,4/11/2015
771936533,-18.19,9.1 PM,Between 6:00 pm and 10:00 pm,4/6/2015,4/10/2015
710458478,-1.35,8.2 PM,Between 10:00 am and 2:00 pm,4/6/2015,4/11/2015
566772383,-12.59,11.31 AM,Between 2:00 pm and 6:00 pm,4/7/2015,4/9/2015
698498142,-13.75,11.3 AM,Between 10:00 am and 2:00 pm,4/7/2015,4/9/2015
941599171,-0.35,6.5 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/18/2015
346847934,-4.32,9.32 PM,Between 2:00 pm and 6:00 pm,4/7/2015,4/10/2015
315320805,-4.35,3.3 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/11/2015
898202072,-10.3,11.03 AM,Between 2:00 pm and 6:00 pm,5/29/2015,6/2/2015
634292939,    ,4.36 PM,Between 10:00 am and 2:00 pm,4/7/2015,4/10/2015
748460692,-20.66,11.31 AM,Between 10:00 am and 2:00 pm,4/8/2015,4/10/2015
747575054,-7.49,6.42 PM,Between 2:00 pm and 6:00 pm,5/13/2015,5/15/2015
350380967,    ,6.19 PM,Between 10:00 am and 2:00 pm,4/8/2015,4/13/2015
565489386,-10.15,9.31 AM,Between 2:00 pm and 6:00 pm,4/8/2015,4/10/2015
472399488,-13.69,2.33 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/6/2015
704365175,-5.8,4.23 PM,Between 6:00 pm and 10:00 pm,4/8/2015,4/9/2015
42787985,-102.19,4.32 PM,Between 6:00 pm and 10:00 pm,4/8/2015,4/9/2015
298062451,-7.55,9.42 PM,Between 6:00 pm and 10:00 pm,4/8/2015,4/10/2015
756864191,-11.74,10.19 AM,Between 10:00 am and 2:00 pm,7/2/2015,7/3/2015
764359716,-7.49,3.2 PM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
356478263,-2.8,8.03 PM,Between 10:00 am and 2:00 pm,4/8/2015,4/10/2015
316942498,-0.35,7.53 AM,Between 6:00 pm and 10:00 pm,4/9/2015,4/16/2015
763195995,-7.49,9.41 AM,Between 10:00 am and 2:00 pm,4/9/2015,4/11/2015
26926830,-4,8.37 AM,Between 10:00 am and 2:00 pm,4/9/2015,4/14/2015
880159544,-13.6,10.19 AM,Between 6:00 pm and 10:00 pm,4/9/2015,4/14/2015
76051937,-7.84,10.28 AM,Between 10:00 am and 2:00 pm,4/9/2015,4/13/2015
112549839,    ,10.58 AM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
502690686,-0.9,11.28 AM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
657078040,-3.8,9.36 PM,Between 10:00 am and 2:00 pm,4/10/2015,4/14/2015
292074749,-1.25,12.23 PM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
368274649,-24.79,1.06 PM,Between 10:00 am and 2:00 pm,4/9/2015,4/11/2015
453534705,-27.81,4.37 PM,Between 2:00 pm and 6:00 pm,4/9/2015,4/13/2015
374659993,-1.95,2.19 PM,Between 2:00 pm and 6:00 pm,4/13/2015,4/15/2015
852165825,-6.9,2.38 PM,Between 2:00 pm and 6:00 pm,4/10/2015,4/14/2015
277837186,-13.09,6.14 PM,Between 10:00 am and 2:00 pm,4/10/2015,4/13/2015
784671539,-39.8,11.22 AM,Between 2:00 pm and 6:00 pm,4/11/2015,4/14/2015
506283630,-27.35,11.55 AM,Between 6:00 pm and 10:00 pm,4/11/2015,4/14/2015
390064884,-6,5.15 PM,Between 10:00 am and 2:00 pm,4/21/2015,4/27/2015
112291058,-4.7,4.26 PM,,4/12/2015,
313782564,-3.75,10.22 AM,Between 6:00 pm and 10:00 pm,4/12/2015,4/14/2015
138570837,-8.64,3.32 PM,Between 6:00 pm and 10:00 pm,4/12/2015,4/14/2015
636050948,-8.74,2.3 PM,Between 10:00 am and 2:00 pm,6/27/2015,7/1/2015
732700642,-4.53,5.07 PM,Between 2:00 pm and 6:00 pm,4/12/2015,4/14/2015
332073614,-19.49,4.4 PM,Between 2:00 pm and 6:00 pm,4/12/2015,4/14/2015
598384934,-7.49,4.15 PM,Between 2:00 pm and 6:00 pm,5/7/2015,5/9/2015
609813212,-6.65,12.02 PM,Between 6:00 pm and 10:00 pm,4/19/2015,4/23/2015
258160406,-10.1,10.52 AM,Between 6:00 pm and 10:00 pm,4/19/2015,4/21/2015
645110620,-20.26,11.19 AM,Between 2:00 pm and 6:00 pm,4/19/2015,4/21/2015
145845188,-13.15,11.04 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
136501833,-13.24,11.1 AM,Between 6:00 pm and 10:00 pm,4/19/2015,4/22/2015
586430747,-15.24,1.38 PM,Between 10:00 am and 2:00 pm,5/16/2015,5/19/2015
898102198,-7.49,11.46 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
30284310,-7.49,11.48 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
187103695,-122.53,11.42 AM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
746211333,-8.5,7.03 PM,Between 10:00 am and 2:00 pm,4/22/2015,4/24/2015
744113034,    ,11.59 AM,Between 2:00 pm and 6:00 pm,4/19/2015,4/22/2015
732223666,    ,12.11 PM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
516647090,    ,3.07 PM,Between 10:00 am and 2:00 pm,5/10/2015,5/12/2015
272116750,-1.05,8.13 PM,Between 6:00 pm and 10:00 pm,4/19/2015,4/23/2015
326256218,    ,6.13 PM,Between 6:00 pm and 5:59 pm (next day),4/20/2015,4/22/2015
806784154,-0.7,2.27 PM,,4/19/2015,
883017762,    ,2.52 PM,Between 10:00 am and 2:00 pm,4/19/2015,4/22/2015
